ID,avg_delay_minutes_next_30m
TEST_000225,4.458099
TEST_000226,4.4930563
TEST_000227,4.480124
TEST_000228,4.5016503
TEST_000229,4.423596
TEST_000230,4.3559003
TEST_000231,4.446083
TEST_000232,4.3715672
TEST_000233,4.392285
TEST_000234,4.2124314
TEST_000235,4.067693
TEST_000236,4.574878
TEST_000237,4.4901705
TEST_000238,4.412771
TEST_000239,4.500171
TEST_000240,4.531061
TEST_000241,4.379119
TEST_000242,4.4461026
TEST_000243,4.1115875
TEST_000244,4.5101604
TEST_000245,4.3588853
TEST_000246,4.4285107
TEST_000247,4.1199703
TEST_000248,4.4364467
TEST_000249,4.571827
TEST_000250,8.830056
TEST_000251,12.862657
TEST_000252,15.522489
TEST_000253,18.49566
TEST_000254,14.820831
TEST_000255,10.046065
TEST_000256,9.589926
TEST_000257,9.27984
TEST_000258,12.722446
TEST_000259,14.086538
TEST_000260,17.360472
TEST_000261,16.159107
TEST_000262,14.659056
TEST_000263,19.839027
TEST_000264,15.087544
TEST_000265,12.988355
TEST_000266,12.121926
TEST_000267,11.714073
TEST_000268,12.504682
TEST_000269,14.265609
TEST_000270,13.984062
TEST_000271,19.175194
TEST_000272,22.149853
TEST_000273,16.198639
TEST_000274,20.221815
TEST_000275,5.7543383
TEST_000276,5.631346
TEST_000277,5.469541
TEST_000278,5.1910596
TEST_000279,5.3083024
TEST_000280,5.1077957
TEST_000281,5.2711005
TEST_000282,5.582214
TEST_000283,5.5516253
TEST_000284,5.4464345
TEST_000285,5.191538
TEST_000286,5.195326
TEST_000287,5.5612197
TEST_000288,5.387297
TEST_000289,5.4547
TEST_000290,5.5432115
TEST_000291,5.5911946
TEST_000292,5.2516637
TEST_000293,5.029796
TEST_000294,5.18127
TEST_000295,5.550392
TEST_000296,5.9715276
TEST_000297,5.814086
TEST_000298,5.286233
TEST_000299,5.281682
TEST_000300,11.233985
TEST_000301,14.633407
TEST_000302,17.139982
TEST_000303,17.249681
TEST_000304,15.982245
TEST_000305,10.961344
TEST_000306,8.171441
TEST_000307,8.151842
TEST_000308,10.03484
TEST_000309,13.000587
TEST_000310,14.5246315
TEST_000311,13.185953
TEST_000312,16.79833
TEST_000313,16.599756
TEST_000314,13.212356
TEST_000315,8.3798485
TEST_000316,8.242715
TEST_000317,10.052696
TEST_000318,11.563092
TEST_000319,10.741828
TEST_000320,10.317451
TEST_000321,11.291016
TEST_000322,16.229622
TEST_000323,14.750928
TEST_000324,12.782492
TEST_000325,21.88564
TEST_000326,29.654905
TEST_000327,30.231323
TEST_000328,30.336094
TEST_000329,31.35096
TEST_000330,31.90009
TEST_000331,32.008766
TEST_000332,31.677958
TEST_000333,33.301273
TEST_000334,32.198494
TEST_000335,31.398972
TEST_000336,31.007423
TEST_000337,31.708847
TEST_000338,31.9454
TEST_000339,32.400993
TEST_000340,32.76857
TEST_000341,32.925213
TEST_000342,32.404892
TEST_000343,32.645813
TEST_000344,33.649864
TEST_000345,34.549145
TEST_000346,33.56517
TEST_000347,33.96832
TEST_000348,33.362133
TEST_000349,32.13341
TEST_000350,13.130494
TEST_000351,17.860727
TEST_000352,24.942492
TEST_000353,27.631536
TEST_000354,28.303955
TEST_000355,29.53141
TEST_000356,30.809336
TEST_000357,30.59864
TEST_000358,30.730396
TEST_000359,30.840246
TEST_000360,30.820957
TEST_000361,31.113188
TEST_000362,30.846487
TEST_000363,33.12203
TEST_000364,31.200544
TEST_000365,31.57496
TEST_000366,31.720911
TEST_000367,31.421135
TEST_000368,32.55027
TEST_000369,32.36855
TEST_000370,31.550884
TEST_000371,31.619503
TEST_000372,31.745953
TEST_000373,33.486923
TEST_000374,32.175804
TEST_000375,6.0086884
TEST_000376,6.273941
TEST_000377,5.6793747
TEST_000378,4.772003
TEST_000379,5.085353
TEST_000380,5.164036
TEST_000381,5.140182
TEST_000382,5.0527086
TEST_000383,5.61996
TEST_000384,5.980125
TEST_000385,5.586611
TEST_000386,4.95972
TEST_000387,5.5344234
TEST_000388,6.1977963
TEST_000389,6.366008
TEST_000390,5.695183
TEST_000391,5.0474634
TEST_000392,4.7961245
TEST_000393,5.058136
TEST_000394,5.161667
TEST_000395,6.211019
TEST_000396,7.1145105
TEST_000397,8.270282
TEST_000398,8.151521
TEST_000399,8.272291
TEST_000400,15.508458
TEST_000401,20.488155
TEST_000402,23.524141
TEST_000403,28.97836
TEST_000404,31.025461
TEST_000405,32.076973
TEST_000406,30.694603
TEST_000407,26.301445
TEST_000408,24.773539
TEST_000409,24.472548
TEST_000410,23.479292
TEST_000411,26.194502
TEST_000412,29.018677
TEST_000413,30.446926
TEST_000414,31.123802
TEST_000415,35.42405
TEST_000416,37.205547
TEST_000417,36.050217
TEST_000418,37.9785
TEST_000419,38.442604
TEST_000420,35.65908
TEST_000421,36.741146
TEST_000422,35.265717
TEST_000423,34.63768
TEST_000424,34.242996
TEST_000425,9.537031
TEST_000426,7.782721
TEST_000427,6.2470407
TEST_000428,7.265544
TEST_000429,7.412954
TEST_000430,7.7254543
TEST_000431,7.0942507
TEST_000432,7.845439
TEST_000433,8.030127
TEST_000434,8.6093445
TEST_000435,8.263697
TEST_000436,7.1516657
TEST_000437,8.407196
TEST_000438,7.5700884
TEST_000439,6.979633
TEST_000440,7.360335
TEST_000441,6.666604
TEST_000442,6.9550357
TEST_000443,7.3674645
TEST_000444,7.0749407
TEST_000445,7.3836565
TEST_000446,7.223485
TEST_000447,6.5024076
TEST_000448,6.749137
TEST_000449,6.791082
TEST_000450,19.211205
TEST_000451,26.679388
TEST_000452,27.032791
TEST_000453,24.51841
TEST_000454,21.841108
TEST_000455,21.250084
TEST_000456,25.085823
TEST_000457,27.419985
TEST_000458,26.003752
TEST_000459,31.592186
TEST_000460,31.505499
TEST_000461,20.795673
TEST_000462,19.084215
TEST_000463,20.504152
TEST_000464,20.925837
TEST_000465,26.662828
TEST_000466,28.363852
TEST_000467,31.500772
TEST_000468,20.277699
TEST_000469,18.01262
TEST_000470,18.589233
TEST_000471,23.422709
TEST_000472,26.297787
TEST_000473,30.418228
TEST_000474,28.257782
TEST_000475,14.781552
TEST_000476,16.985874
TEST_000477,19.214678
TEST_000478,19.891626
TEST_000479,21.563887
TEST_000480,20.845057
TEST_000481,26.262169
TEST_000482,29.486599
TEST_000483,31.305187
TEST_000484,32.500324
TEST_000485,36.037506
TEST_000486,35.53665
TEST_000487,34.378445
TEST_000488,33.666664
TEST_000489,36.266697
TEST_000490,34.544518
TEST_000491,36.930107
TEST_000492,37.437
TEST_000493,37.07715
TEST_000494,41.222126
TEST_000495,41.258575
TEST_000496,39.967186
TEST_000497,38.30881
TEST_000498,37.343822
TEST_000499,36.50052
TEST_000500,3.7410278
TEST_000501,4.268564
TEST_000502,3.2853286
TEST_000503,3.5283132
TEST_000504,3.570163
TEST_000505,3.5054414
TEST_000506,3.5012562
TEST_000507,3.6960444
TEST_000508,3.5736187
TEST_000509,3.4591506
TEST_000510,3.489742
TEST_000511,3.4428785
TEST_000512,3.6128576
TEST_000513,3.4413502
TEST_000514,3.5138357
TEST_000515,3.4309292
TEST_000516,3.7928333
TEST_000517,3.6087356
TEST_000518,4.284675
TEST_000519,3.4112782
TEST_000520,3.4948177
TEST_000521,3.3714163
TEST_000522,3.5815942
TEST_000523,4.4105244
TEST_000524,3.5087698
TEST_000525,10.866126
TEST_000526,12.408418
TEST_000527,13.234144
TEST_000528,10.079147
TEST_000529,8.771269
TEST_000530,9.369814
TEST_000531,10.031634
TEST_000532,12.9779
TEST_000533,15.64759
TEST_000534,17.914774
TEST_000535,18.993473
TEST_000536,20.750978
TEST_000537,22.706131
TEST_000538,24.403082
TEST_000539,26.246527
TEST_000540,29.623573
TEST_000541,30.193993
TEST_000542,30.580275
TEST_000543,30.320517
TEST_000544,30.42159
TEST_000545,30.529701
TEST_000546,32.319687
TEST_000547,31.277126
TEST_000548,30.705866
TEST_000549,30.775043
TEST_000550,20.172243
TEST_000551,29.602705
TEST_000552,32.02469
TEST_000553,33.961334
TEST_000554,33.568142
TEST_000555,34.39168
TEST_000556,34.3062
TEST_000557,33.499737
TEST_000558,33.46725
TEST_000559,33.34197
TEST_000560,33.055317
TEST_000561,33.284657
TEST_000562,33.86533
TEST_000563,35.029934
TEST_000564,33.8667
TEST_000565,34.150078
TEST_000566,33.76322
TEST_000567,34.163963
TEST_000568,35.224724
TEST_000569,34.6916
TEST_000570,34.02113
TEST_000571,33.599403
TEST_000572,34.26299
TEST_000573,33.62177
TEST_000574,33.845417
TEST_000575,14.963947
TEST_000576,16.858976
TEST_000577,17.478853
TEST_000578,22.124582
TEST_000579,24.420635
TEST_000580,20.518415
TEST_000581,21.360073
TEST_000582,22.8192
TEST_000583,27.953672
TEST_000584,31.195118
TEST_000585,31.050442
TEST_000586,30.785757
TEST_000587,31.551292
TEST_000588,33.44297
TEST_000589,32.142044
TEST_000590,33.031242
TEST_000591,33.425358
TEST_000592,33.95849
TEST_000593,33.593384
TEST_000594,33.919205
TEST_000595,33.304577
TEST_000596,33.20081
TEST_000597,33.39258
TEST_000598,32.97345
TEST_000599,32.965984
TEST_000600,13.518482
TEST_000601,17.466297
TEST_000602,22.981943
TEST_000603,24.209906
TEST_000604,25.56637
TEST_000605,27.706192
TEST_000606,30.243505
TEST_000607,30.783808
TEST_000608,31.102404
TEST_000609,31.23812
TEST_000610,31.439472
TEST_000611,31.238953
TEST_000612,31.580542
TEST_000613,32.01376
TEST_000614,32.219334
TEST_000615,31.815662
TEST_000616,31.349468
TEST_000617,31.813438
TEST_000618,32.527714
TEST_000619,33.949318
TEST_000620,32.410896
TEST_000621,31.73936
TEST_000622,31.746864
TEST_000623,32.464436
TEST_000624,33.58682
TEST_000625,11.4730425
TEST_000626,17.744606
TEST_000627,26.17329
TEST_000628,30.249697
TEST_000629,32.49145
TEST_000630,34.450714
TEST_000631,33.205128
TEST_000632,33.2194
TEST_000633,32.456486
TEST_000634,31.895247
TEST_000635,31.764692
TEST_000636,32.403763
TEST_000637,32.282074
TEST_000638,32.108753
TEST_000639,32.454865
TEST_000640,31.488266
TEST_000641,31.814825
TEST_000642,31.87196
TEST_000643,32.235023
TEST_000644,33.372425
TEST_000645,32.912796
TEST_000646,32.660557
TEST_000647,31.396223
TEST_000648,32.267406
TEST_000649,32.24132
TEST_000650,15.458957
TEST_000651,17.7802
TEST_000652,16.986412
TEST_000653,12.265852
TEST_000654,12.308733
TEST_000655,14.525466
TEST_000656,16.92045
TEST_000657,18.343126
TEST_000658,19.518858
TEST_000659,14.941512
TEST_000660,14.051136
TEST_000661,16.409645
TEST_000662,22.189236
TEST_000663,24.386997
TEST_000664,23.926058
TEST_000665,17.718878
TEST_000666,15.553519
TEST_000667,17.761364
TEST_000668,20.183113
TEST_000669,28.461304
TEST_000670,25.15687
TEST_000671,22.038223
TEST_000672,22.852707
TEST_000673,20.117748
TEST_000674,18.753727
TEST_000675,1.4859227
TEST_000676,2.8891556
TEST_000677,2.3939333
TEST_000678,1.865782
TEST_000679,2.2743735
TEST_000680,9.74362
TEST_000681,26.759222
TEST_000682,32.798077
TEST_000683,43.294014
TEST_000684,41.160248
TEST_000685,56.098335
TEST_000686,57.655006
TEST_000687,58.519405
TEST_000688,61.857964
TEST_000689,67.14448
TEST_000690,71.86333
TEST_000691,61.848755
TEST_000692,65.902016
TEST_000693,64.62871
TEST_000694,70.515114
TEST_000695,69.947815
TEST_000696,70.1216
TEST_000697,72.05804
TEST_000698,68.44227
TEST_000699,65.304726
TEST_000700,9.116894
TEST_000701,9.083994
TEST_000702,9.168196
TEST_000703,8.940226
TEST_000704,8.883541
TEST_000705,8.808467
TEST_000706,9.088498
TEST_000707,8.785284
TEST_000708,9.587145
TEST_000709,9.718283
TEST_000710,9.185032
TEST_000711,9.155635
TEST_000712,8.947499
TEST_000713,8.720882
TEST_000714,8.620708
TEST_000715,9.129325
TEST_000716,10.026767
TEST_000717,10.373562
TEST_000718,11.155846
TEST_000719,10.447953
TEST_000720,10.275391
TEST_000721,10.17765
TEST_000722,10.063051
TEST_000723,9.381239
TEST_000724,9.172376
TEST_000725,10.177099
TEST_000726,10.102722
TEST_000727,9.557284
TEST_000728,9.472116
TEST_000729,9.784096
TEST_000730,9.521243
TEST_000731,8.700713
TEST_000732,9.657627
TEST_000733,10.3306055
TEST_000734,10.299487
TEST_000735,9.013909
TEST_000736,10.138189
TEST_000737,11.697048
TEST_000738,11.588489
TEST_000739,10.052733
TEST_000740,10.576814
TEST_000741,10.336669
TEST_000742,9.3691845
TEST_000743,8.330978
TEST_000744,9.634339
TEST_000745,9.4494095
TEST_000746,8.859809
TEST_000747,9.190592
TEST_000748,9.920428
TEST_000749,10.204992
TEST_000750,4.274372
TEST_000751,3.7370694
TEST_000752,4.1833825
TEST_000753,3.7591906
TEST_000754,4.1218934
TEST_000755,4.1517487
TEST_000756,4.1623588
TEST_000757,4.0617795
TEST_000758,4.17471
TEST_000759,4.166831
TEST_000760,4.137586
TEST_000761,4.1014266
TEST_000762,4.0405884
TEST_000763,4.102078
TEST_000764,4.28086
TEST_000765,4.2318716
TEST_000766,4.1735215
TEST_000767,4.1414833
TEST_000768,4.1503344
TEST_000769,4.126334
TEST_000770,4.2566385
TEST_000771,4.2485085
TEST_000772,3.74982
TEST_000773,4.169962
TEST_000774,4.353601
TEST_000775,2.2063382
TEST_000776,2.6035237
TEST_000777,2.1490314
TEST_000778,1.9483986
TEST_000779,1.5884295
TEST_000780,2.1522872
TEST_000781,2.4429069
TEST_000782,1.9473519
TEST_000783,1.7485827
TEST_000784,2.1710012
TEST_000785,2.3522966
TEST_000786,2.47258
TEST_000787,1.9054525
TEST_000788,0.53541124
TEST_000789,1.0078255
TEST_000790,2.1681232
TEST_000791,2.3289747
TEST_000792,2.1512969
TEST_000793,2.2694974
TEST_000794,2.34631
TEST_000795,2.4420722
TEST_000796,2.4894178
TEST_000797,2.1816266
TEST_000798,1.8746582
TEST_000799,2.1322143
TEST_000800,15.428369
TEST_000801,18.23431
TEST_000802,20.157976
TEST_000803,26.412823
TEST_000804,31.139078
TEST_000805,33.14124
TEST_000806,34.681824
TEST_000807,33.158974
TEST_000808,31.942562
TEST_000809,32.746437
TEST_000810,33.164165
TEST_000811,32.885967
TEST_000812,33.17913
TEST_000813,34.534668
TEST_000814,34.68483
TEST_000815,32.554462
TEST_000816,37.25091
TEST_000817,34.871925
TEST_000818,35.509148
TEST_000819,36.800007
TEST_000820,37.61412
TEST_000821,35.85333
TEST_000822,34.599857
TEST_000823,33.47044
TEST_000824,34.89773
TEST_000825,26.74216
TEST_000826,33.07043
TEST_000827,33.043095
TEST_000828,33.789032
TEST_000829,32.21571
TEST_000830,32.007404
TEST_000831,33.252808
TEST_000832,33.429398
TEST_000833,33.054363
TEST_000834,33.197575
TEST_000835,33.903294
TEST_000836,34.55911
TEST_000837,34.517067
TEST_000838,33.87519
TEST_000839,34.646603
TEST_000840,34.90732
TEST_000841,34.841965
TEST_000842,33.54549
TEST_000843,33.27604
TEST_000844,33.56894
TEST_000845,34.284687
TEST_000846,35.057365
TEST_000847,34.959534
TEST_000848,34.08543
TEST_000849,34.107094
TEST_000850,23.188972
TEST_000851,32.265594
TEST_000852,35.353603
TEST_000853,35.777157
TEST_000854,35.01699
TEST_000855,33.225746
TEST_000856,32.805603
TEST_000857,32.845398
TEST_000858,33.061436
TEST_000859,35.064285
TEST_000860,35.98984
TEST_000861,36.391464
TEST_000862,36.00414
TEST_000863,36.075943
TEST_000864,35.280952
TEST_000865,35.12788
TEST_000866,35.82115
TEST_000867,34.60838
TEST_000868,35.361313
TEST_000869,34.832954
TEST_000870,36.41216
TEST_000871,35.94327
TEST_000872,34.96622
TEST_000873,35.305836
TEST_000874,34.121376
TEST_000875,4.1884584
TEST_000876,3.9973388
TEST_000877,3.9493794
TEST_000878,4.2339892
TEST_000879,4.343708
TEST_000880,3.8541753
TEST_000881,3.902169
TEST_000882,3.9575102
TEST_000883,3.9810588
TEST_000884,4.1576147
TEST_000885,4.488043
TEST_000886,4.1375175
TEST_000887,4.371672
TEST_000888,4.3604636
TEST_000889,3.761431
TEST_000890,4.1254115
TEST_000891,4.3240232
TEST_000892,4.0774055
TEST_000893,4.512628
TEST_000894,4.0594487
TEST_000895,4.809987
TEST_000896,4.190532
TEST_000897,4.156343
TEST_000898,4.1314926
TEST_000899,4.1424966
TEST_000900,8.902886
TEST_000901,9.076888
TEST_000902,9.359745
TEST_000903,7.753183
TEST_000904,7.092207
TEST_000905,7.8948154
TEST_000906,8.634254
TEST_000907,7.9841976
TEST_000908,7.8003745
TEST_000909,8.581318
TEST_000910,8.344633
TEST_000911,9.289245
TEST_000912,10.230042
TEST_000913,10.033642
TEST_000914,9.151295
TEST_000915,6.905195
TEST_000916,8.666219
TEST_000917,8.581017
TEST_000918,7.5659966
TEST_000919,8.893261
TEST_000920,9.383357
TEST_000921,8.465444
TEST_000922,8.923772
TEST_000923,8.907438
TEST_000924,9.613843
TEST_000925,10.538834
TEST_000926,12.136565
TEST_000927,14.584478
TEST_000928,18.39862
TEST_000929,24.70619
TEST_000930,24.222486
TEST_000931,22.44013
TEST_000932,24.88379
TEST_000933,24.988155
TEST_000934,26.120407
TEST_000935,31.477402
TEST_000936,33.77142
TEST_000937,33.062912
TEST_000938,33.283703
TEST_000939,33.292442
TEST_000940,33.901394
TEST_000941,35.426228
TEST_000942,36.538372
TEST_000943,35.432564
TEST_000944,35.281925
TEST_000945,35.963436
TEST_000946,36.17006
TEST_000947,35.05835
TEST_000948,35.546844
TEST_000949,35.61355
TEST_000950,20.86862
TEST_000951,24.209154
TEST_000952,25.857304
TEST_000953,26.149729
TEST_000954,28.326374
TEST_000955,25.709776
TEST_000956,24.059849
TEST_000957,31.237116
TEST_000958,27.946041
TEST_000959,26.792362
TEST_000960,33.133118
TEST_000961,27.792032
TEST_000962,27.757402
TEST_000963,26.632843
TEST_000964,22.388622
TEST_000965,27.266874
TEST_000966,29.330456
TEST_000967,27.149893
TEST_000968,26.58206
TEST_000969,25.604433
TEST_000970,26.585314
TEST_000971,25.085009
TEST_000972,31.32256
TEST_000973,32.411774
TEST_000974,30.804485
TEST_000975,17.47106
TEST_000976,28.553356
TEST_000977,31.009838
TEST_000978,32.824192
TEST_000979,32.364853
TEST_000980,31.988693
TEST_000981,31.72114
TEST_000982,31.266094
TEST_000983,31.250977
TEST_000984,32.13927
TEST_000985,31.207117
TEST_000986,31.43592
TEST_000987,31.58235
TEST_000988,31.641262
TEST_000989,31.690634
TEST_000990,31.625114
TEST_000991,31.902828
TEST_000992,31.251017
TEST_000993,31.773205
TEST_000994,31.900719
TEST_000995,31.875076
TEST_000996,32.138557
TEST_000997,32.233555
TEST_000998,32.096474
TEST_000999,31.806774
TEST_001000,14.642008
TEST_001001,16.182533
TEST_001002,16.76161
TEST_001003,16.134436
TEST_001004,14.017065
TEST_001005,14.173843
TEST_001006,15.192219
TEST_001007,16.426626
TEST_001008,15.211146
TEST_001009,15.325635
TEST_001010,13.456042
TEST_001011,16.217396
TEST_001012,16.097416
TEST_001013,15.041037
TEST_001014,14.827845
TEST_001015,16.08717
TEST_001016,14.9935
TEST_001017,15.882097
TEST_001018,14.383044
TEST_001019,13.162973
TEST_001020,15.814002
TEST_001021,15.453649
TEST_001022,15.0006275
TEST_001023,15.642231
TEST_001024,15.641211
TEST_001025,3.8624008
TEST_001026,3.8536747
TEST_001027,3.7563913
TEST_001028,3.6334999
TEST_001029,3.809583
TEST_001030,3.7024279
TEST_001031,3.7526548
TEST_001032,3.6762154
TEST_001033,3.5468228
TEST_001034,3.782844
TEST_001035,3.7697816
TEST_001036,3.7202399
TEST_001037,3.7405717
TEST_001038,3.9293249
TEST_001039,3.960583
TEST_001040,3.7377024
TEST_001041,3.6404462
TEST_001042,3.7192714
TEST_001043,3.5322146
TEST_001044,3.6578462
TEST_001045,3.9170287
TEST_001046,4.1573024
TEST_001047,4.0237293
TEST_001048,3.8280933
TEST_001049,3.7063472
TEST_001050,7.333363
TEST_001051,9.992934
TEST_001052,9.504475
TEST_001053,8.299441
TEST_001054,8.165071
TEST_001055,8.796811
TEST_001056,8.203226
TEST_001057,7.8117
TEST_001058,8.665096
TEST_001059,7.132058
TEST_001060,6.847102
TEST_001061,8.038851
TEST_001062,7.184592
TEST_001063,7.2903123
TEST_001064,8.904237
TEST_001065,6.886752
TEST_001066,8.174779
TEST_001067,7.873829
TEST_001068,7.206375
TEST_001069,7.5201087
TEST_001070,8.8343525
TEST_001071,8.060029
TEST_001072,8.729879
TEST_001073,6.4171963
TEST_001074,6.785973
TEST_001075,18.006973
TEST_001076,22.966448
TEST_001077,24.919615
TEST_001078,26.729252
TEST_001079,28.076998
TEST_001080,27.994045
TEST_001081,29.265398
TEST_001082,26.679665
TEST_001083,30.9884
TEST_001084,31.66971
TEST_001085,29.154352
TEST_001086,29.026121
TEST_001087,29.879139
TEST_001088,32.257885
TEST_001089,30.53576
TEST_001090,31.349102
TEST_001091,31.06551
TEST_001092,32.380314
TEST_001093,31.788637
TEST_001094,32.01016
TEST_001095,32.422947
TEST_001096,33.320244
TEST_001097,26.856443
TEST_001098,28.176266
TEST_001099,27.054844
TEST_001100,14.053342
TEST_001101,19.499802
TEST_001102,17.19666
TEST_001103,15.69069
TEST_001104,17.244978
TEST_001105,18.111364
TEST_001106,23.858547
TEST_001107,27.530725
TEST_001108,31.620777
TEST_001109,33.571804
TEST_001110,34.49599
TEST_001111,34.211838
TEST_001112,32.325344
TEST_001113,31.915384
TEST_001114,31.802385
TEST_001115,32.566223
TEST_001116,35.067738
TEST_001117,35.32909
TEST_001118,34.607445
TEST_001119,33.75549
TEST_001120,34.101498
TEST_001121,35.10547
TEST_001122,36.09271
TEST_001123,34.37741
TEST_001124,34.151665
TEST_001125,1.0044801
TEST_001126,0.48864287
TEST_001127,0.47552267
TEST_001128,0.56195694
TEST_001129,0.29581705
TEST_001130,0.2074992
TEST_001131,0.5258288
TEST_001132,0.51553935
TEST_001133,0.41342637
TEST_001134,0.8154198
TEST_001135,0.5210011
TEST_001136,0.24849588
TEST_001137,0.54304004
TEST_001138,0.3779116
TEST_001139,0.31022364
TEST_001140,0.41678515
TEST_001141,0.39267024
TEST_001142,0.5440947
TEST_001143,0.7525783
TEST_001144,0.53926575
TEST_001145,0.24158591
TEST_001146,0.19620293
