ID,avg_delay_minutes_next_30m
TEST_000126,21.923903
TEST_000127,25.128902
TEST_000128,25.997795
TEST_000129,27.662605
TEST_000130,27.830376
TEST_000131,28.003748
TEST_000132,27.275694
TEST_000133,31.516195
TEST_000134,39.399673
TEST_000135,39.881638
TEST_000136,41.51898
TEST_000137,36.288662
TEST_000138,32.775444
TEST_000139,35.57805
TEST_000140,38.99567
TEST_000141,45.32728
TEST_000142,51.826946
TEST_000143,49.79912
TEST_000144,50.059517
TEST_000145,47.759007
TEST_000146,43.039974
TEST_000147,40.68069
TEST_000148,41.188057
TEST_000149,42.420498
TEST_000150,10.834223
TEST_000151,7.0880437
TEST_000152,10.518585
TEST_000153,16.152132
TEST_000154,24.48851
TEST_000155,40.598423
TEST_000156,41.434387
TEST_000157,44.44061
TEST_000158,57.37035
TEST_000159,64.5117
TEST_000160,64.13878
TEST_000161,60.993233
TEST_000162,66.275795
TEST_000163,72.191666
TEST_000164,72.16858
TEST_000165,75.46332
TEST_000166,74.08835
TEST_000167,76.05968
TEST_000168,76.249626
TEST_000169,79.186005
TEST_000170,78.97929
TEST_000171,80.32173
TEST_000172,83.488594
TEST_000173,82.5618
TEST_000174,85.29474
TEST_000175,14.729644
TEST_000176,17.914616
TEST_000177,24.478958
TEST_000178,23.98678
TEST_000179,21.52544
TEST_000180,20.646248
TEST_000181,17.544355
TEST_000182,12.722111
TEST_000183,11.786014
TEST_000184,12.74196
TEST_000185,14.679805
TEST_000186,17.460846
TEST_000187,19.720716
TEST_000188,19.592344
TEST_000189,23.553375
TEST_000190,31.68558
TEST_000191,34.738636
TEST_000192,36.69257
TEST_000193,33.24145
TEST_000194,27.954836
TEST_000195,25.370655
TEST_000196,31.442114
TEST_000197,35.725456
TEST_000198,38.252743
TEST_000199,39.438473
TEST_000200,16.107485
TEST_000201,21.6727
TEST_000202,23.8609
TEST_000203,22.625917
TEST_000204,23.591913
TEST_000205,23.7914
TEST_000206,23.364847
TEST_000207,26.368196
TEST_000208,24.325157
TEST_000209,20.495123
TEST_000210,24.339613
TEST_000211,25.12744
TEST_000212,25.17103
TEST_000213,27.881945
TEST_000214,28.9532
TEST_000215,31.719378
TEST_000216,31.530338
TEST_000217,31.614552
TEST_000218,31.37999
TEST_000219,32.471363
TEST_000220,31.433159
TEST_000221,31.301111
TEST_000222,31.012003
TEST_000223,31.192842
TEST_000224,30.588331
TEST_000225,4.2427344
TEST_000226,4.390241
TEST_000227,4.30556
TEST_000228,4.224567
TEST_000229,4.1644154
TEST_000230,4.084988
TEST_000231,4.0113173
TEST_000232,4.0794992
TEST_000233,4.1445384
TEST_000234,4.10715
TEST_000235,4.103912
TEST_000236,4.3351173
TEST_000237,4.250005
TEST_000238,4.203228
TEST_000239,4.2917953
TEST_000240,4.282201
TEST_000241,4.118448
TEST_000242,4.169399
TEST_000243,4.035738
TEST_000244,4.1215887
TEST_000245,4.1630797
TEST_000246,4.1214776
TEST_000247,4.042229
TEST_000248,4.335678
TEST_000249,4.239356
TEST_000250,12.796588
TEST_000251,16.06208
TEST_000252,18.327131
TEST_000253,20.855892
TEST_000254,14.956843
TEST_000255,10.696931
TEST_000256,10.262514
TEST_000257,10.404916
TEST_000258,12.704098
TEST_000259,15.754471
TEST_000260,19.284283
TEST_000261,17.32524
TEST_000262,17.602911
TEST_000263,20.508226
TEST_000264,14.863995
TEST_000265,12.589513
TEST_000266,12.225126
TEST_000267,11.805531
TEST_000268,12.811211
TEST_000269,14.6557045
TEST_000270,17.6136
TEST_000271,20.862225
TEST_000272,21.32508
TEST_000273,19.051956
TEST_000274,19.74378
TEST_000275,5.894133
TEST_000276,5.8100524
TEST_000277,5.5067883
TEST_000278,5.266414
TEST_000279,5.2294154
TEST_000280,5.161479
TEST_000281,5.517847
TEST_000282,5.923115
TEST_000283,5.748473
TEST_000284,5.5141363
TEST_000285,5.2377996
TEST_000286,5.372649
TEST_000287,5.580142
TEST_000288,5.5934577
TEST_000289,5.6947126
TEST_000290,5.7805977
TEST_000291,5.6191964
TEST_000292,5.3052654
TEST_000293,5.1168303
TEST_000294,5.358517
TEST_000295,5.930365
TEST_000296,6.4177465
TEST_000297,5.8860884
TEST_000298,5.444036
TEST_000299,5.538751
TEST_000300,11.669572
TEST_000301,14.996438
TEST_000302,17.281317
TEST_000303,18.088123
TEST_000304,13.715715
TEST_000305,9.845555
TEST_000306,7.6028876
TEST_000307,8.062318
TEST_000308,10.107141
TEST_000309,13.012538
TEST_000310,14.8905325
TEST_000311,14.39979
TEST_000312,16.466326
TEST_000313,17.047974
TEST_000314,13.32006
TEST_000315,7.615942
TEST_000316,7.790023
TEST_000317,10.067983
TEST_000318,11.412828
TEST_000319,10.354968
TEST_000320,9.909236
TEST_000321,11.136805
TEST_000322,16.42771
TEST_000323,15.385735
TEST_000324,12.960844
TEST_000325,20.894934
TEST_000326,28.605452
TEST_000327,28.656183
TEST_000328,28.795982
TEST_000329,30.42325
TEST_000330,30.51744
TEST_000331,30.911936
TEST_000332,31.389051
TEST_000333,32.10927
TEST_000334,30.970795
TEST_000335,30.42471
TEST_000336,29.297123
TEST_000337,30.30537
TEST_000338,31.140553
TEST_000339,31.301256
TEST_000340,31.19926
TEST_000341,31.469425
TEST_000342,31.378681
TEST_000343,31.51837
TEST_000344,32.435616
TEST_000345,34.56041
TEST_000346,32.42327
TEST_000347,33.452553
TEST_000348,31.75241
TEST_000349,31.369917
TEST_000350,13.402722
TEST_000351,18.964483
TEST_000352,25.540522
TEST_000353,27.435944
TEST_000354,28.534142
TEST_000355,28.809156
TEST_000356,29.839668
TEST_000357,30.055634
TEST_000358,31.219862
TEST_000359,30.363304
TEST_000360,30.434072
TEST_000361,30.591362
TEST_000362,30.456497
TEST_000363,32.273586
TEST_000364,31.285204
TEST_000365,30.37816
TEST_000366,31.154526
TEST_000367,30.59841
TEST_000368,31.706509
TEST_000369,31.746534
TEST_000370,30.641235
TEST_000371,31.204098
TEST_000372,31.466301
TEST_000373,33.01951
TEST_000374,31.52511
TEST_000375,6.0427847
TEST_000376,6.0315747
TEST_000377,5.733354
TEST_000378,4.8001575
TEST_000379,5.1119084
TEST_000380,5.1276827
TEST_000381,5.2310133
TEST_000382,5.400608
TEST_000383,5.4449577
TEST_000384,5.8684144
TEST_000385,5.6606226
TEST_000386,5.265958
TEST_000387,5.359906
TEST_000388,6.111792
TEST_000389,6.4005976
TEST_000390,5.8178506
TEST_000391,5.0084534
TEST_000392,4.912714
TEST_000393,4.9110203
TEST_000394,5.1673117
TEST_000395,6.197885
TEST_000396,7.050018
TEST_000397,7.7825623
TEST_000398,7.842059
TEST_000399,8.133237
TEST_000400,17.791008
TEST_000401,23.467844
TEST_000402,23.55176
TEST_000403,27.105047
TEST_000404,30.214579
TEST_000405,31.26202
TEST_000406,30.61866
TEST_000407,28.702503
TEST_000408,26.955938
TEST_000409,24.270569
TEST_000410,23.551573
TEST_000411,27.490097
TEST_000412,31.122564
TEST_000413,32.065926
TEST_000414,31.675714
TEST_000415,34.97489
TEST_000416,36.440643
TEST_000417,36.085285
TEST_000418,36.928867
TEST_000419,37.880203
TEST_000420,35.603268
TEST_000421,35.671207
TEST_000422,33.187256
TEST_000423,33.543583
TEST_000424,33.62653
TEST_000425,8.982585
TEST_000426,7.6356745
TEST_000427,7.156736
TEST_000428,7.1282697
TEST_000429,6.944469
TEST_000430,7.0866976
TEST_000431,7.216169
TEST_000432,7.735519
TEST_000433,8.165319
TEST_000434,8.469592
TEST_000435,7.7001457
TEST_000436,7.827903
TEST_000437,8.295159
TEST_000438,7.222505
TEST_000439,6.748197
TEST_000440,6.625909
TEST_000441,6.525558
TEST_000442,6.850965
TEST_000443,6.844103
TEST_000444,6.6064053
TEST_000445,6.789108
TEST_000446,6.469728
TEST_000447,6.230244
TEST_000448,6.5407863
TEST_000449,6.963362
TEST_000450,20.69826
TEST_000451,27.41746
TEST_000452,28.095062
TEST_000453,27.92746
TEST_000454,25.696735
TEST_000455,23.934906
TEST_000456,25.97337
TEST_000457,31.930302
TEST_000458,33.9916
TEST_000459,34.81601
TEST_000460,28.30771
TEST_000461,22.506075
TEST_000462,23.146385
TEST_000463,22.950201
TEST_000464,26.095158
TEST_000465,29.955967
TEST_000466,34.638615
TEST_000467,31.676832
TEST_000468,23.46871
TEST_000469,22.728825
TEST_000470,24.656864
TEST_000471,26.67263
TEST_000472,31.1985
TEST_000473,33.73928
TEST_000474,29.416876
TEST_000475,15.168284
TEST_000476,17.130238
TEST_000477,19.047747
TEST_000478,20.18589
TEST_000479,20.669348
TEST_000480,20.047707
TEST_000481,25.223114
TEST_000482,29.359743
TEST_000483,30.35894
TEST_000484,31.488466
TEST_000485,33.890438
TEST_000486,33.40546
TEST_000487,31.973568
TEST_000488,31.49036
TEST_000489,33.973717
TEST_000490,33.58823
TEST_000491,36.012123
TEST_000492,35.449657
TEST_000493,36.04248
TEST_000494,41.084133
TEST_000495,40.304928
TEST_000496,38.03158
TEST_000497,37.13207
TEST_000498,36.60705
TEST_000499,35.970356
TEST_000500,3.5763113
TEST_000501,3.8358405
TEST_000502,3.4862888
TEST_000503,3.5261612
TEST_000504,3.4493349
TEST_000505,3.4314888
TEST_000506,3.5672672
TEST_000507,3.6178224
TEST_000508,3.5028012
TEST_000509,3.4119833
TEST_000510,3.4376516
TEST_000511,3.4492266
TEST_000512,3.6272523
TEST_000513,3.507266
TEST_000514,3.4637723
TEST_000515,3.221557
TEST_000516,3.5390525
TEST_000517,3.5174944
TEST_000518,3.7127106
TEST_000519,3.348613
TEST_000520,3.442683
TEST_000521,3.2043185
TEST_000522,3.272303
TEST_000523,3.6763072
TEST_000524,3.5634656
TEST_000525,11.038069
TEST_000526,11.62104
TEST_000527,12.506406
TEST_000528,10.201864
TEST_000529,9.433501
TEST_000530,9.381285
TEST_000531,10.162756
TEST_000532,12.162413
TEST_000533,15.663843
TEST_000534,19.326582
TEST_000535,20.04843
TEST_000536,20.842484
TEST_000537,22.171663
TEST_000538,23.549839
TEST_000539,25.73858
TEST_000540,29.455896
TEST_000541,31.089745
TEST_000542,31.6354
TEST_000543,31.145601
TEST_000544,31.210909
TEST_000545,31.34572
TEST_000546,31.909548
TEST_000547,32.296375
TEST_000548,31.69216
TEST_000549,31.957907
TEST_000550,21.982431
TEST_000551,30.740585
TEST_000552,32.666862
TEST_000553,35.391502
TEST_000554,35.032867
TEST_000555,35.762413
TEST_000556,35.678562
TEST_000557,33.397774
TEST_000558,32.885952
TEST_000559,32.714516
TEST_000560,32.44007
TEST_000561,32.58361
TEST_000562,33.728943
TEST_000563,35.303505
TEST_000564,33.608467
TEST_000565,33.585545
TEST_000566,33.781235
TEST_000567,34.18206
TEST_000568,36.253834
TEST_000569,35.44073
TEST_000570,33.22298
TEST_000571,33.398457
TEST_000572,33.93906
TEST_000573,33.39319
TEST_000574,33.229492
TEST_000575,14.806427
TEST_000576,17.043808
TEST_000577,18.462912
TEST_000578,21.920835
TEST_000579,23.757595
TEST_000580,22.254745
TEST_000581,23.075562
TEST_000582,24.059624
TEST_000583,27.368876
TEST_000584,29.525928
TEST_000585,28.924301
TEST_000586,28.645771
TEST_000587,30.478159
TEST_000588,31.495718
TEST_000589,31.173092
TEST_000590,31.168024
TEST_000591,31.348671
TEST_000592,32.1799
TEST_000593,31.675938
TEST_000594,31.782188
TEST_000595,32.24169
TEST_000596,32.177406
TEST_000597,32.301453
TEST_000598,31.384403
TEST_000599,31.223303
TEST_000600,13.090157
TEST_000601,16.944555
TEST_000602,22.26919
TEST_000603,23.173971
TEST_000604,24.185322
TEST_000605,27.186754
TEST_000606,28.799046
TEST_000607,30.174063
TEST_000608,29.93663
TEST_000609,30.564365
TEST_000610,30.612425
TEST_000611,30.23154
TEST_000612,31.130245
TEST_000613,31.396204
TEST_000614,31.446293
TEST_000615,31.181068
TEST_000616,30.508734
TEST_000617,31.216911
TEST_000618,31.62044
TEST_000619,34.03744
TEST_000620,32.036427
TEST_000621,31.2847
TEST_000622,31.056553
TEST_000623,31.91365
TEST_000624,33.184948
TEST_000625,11.231943
TEST_000626,17.67148
TEST_000627,25.367617
TEST_000628,29.318356
TEST_000629,32.17361
TEST_000630,33.055065
TEST_000631,32.27131
TEST_000632,32.274883
TEST_000633,31.434273
TEST_000634,31.301058
TEST_000635,30.835966
TEST_000636,31.508383
TEST_000637,31.93387
TEST_000638,31.464096
TEST_000639,31.465466
TEST_000640,31.07424
TEST_000641,31.208744
TEST_000642,31.246374
TEST_000643,31.470835
TEST_000644,33.42625
TEST_000645,32.185337
TEST_000646,31.51224
TEST_000647,30.704714
TEST_000648,31.206434
TEST_000649,31.409708
TEST_000650,15.793271
TEST_000651,19.147243
TEST_000652,16.251842
TEST_000653,12.201485
TEST_000654,11.832822
TEST_000655,13.661247
TEST_000656,16.345118
TEST_000657,18.371344
TEST_000658,18.407276
TEST_000659,13.08312
TEST_000660,13.338045
TEST_000661,16.128157
TEST_000662,19.744965
TEST_000663,23.991762
TEST_000664,25.139526
TEST_000665,17.496183
TEST_000666,15.883496
TEST_000667,16.45282
TEST_000668,20.095535
TEST_000669,26.477259
TEST_000670,26.282894
TEST_000671,20.94376
TEST_000672,20.360079
TEST_000673,18.267284
TEST_000674,18.748753
TEST_000675,3.4072347
TEST_000676,3.8708546
TEST_000677,3.396099
TEST_000678,2.2297406
TEST_000679,3.3324206
TEST_000680,10.091392
TEST_000681,23.887743
TEST_000682,31.352152
TEST_000683,42.942066
TEST_000684,46.25247
TEST_000685,56.775593
TEST_000686,58.160164
TEST_000687,60.828205
TEST_000688,65.346016
TEST_000689,71.906395
TEST_000690,75.54349
TEST_000691,67.013695
TEST_000692,66.746445
TEST_000693,68.45883
TEST_000694,70.89319
TEST_000695,75.357376
TEST_000696,75.71315
TEST_000697,80.6122
TEST_000698,76.27125
TEST_000699,53.41275
TEST_000700,8.886996
TEST_000701,8.803198
TEST_000702,8.728291
TEST_000703,8.652153
TEST_000704,8.698056
TEST_000705,8.755997
TEST_000706,8.893904
TEST_000707,9.013169
TEST_000708,9.541732
TEST_000709,9.486847
TEST_000710,8.940788
TEST_000711,8.8501425
TEST_000712,8.886999
TEST_000713,8.623948
TEST_000714,8.514575
TEST_000715,8.954644
TEST_000716,9.7492
TEST_000717,10.519456
TEST_000718,10.982429
TEST_000719,10.514923
TEST_000720,10.098149
TEST_000721,10.384041
TEST_000722,9.957818
TEST_000723,9.184232
TEST_000724,9.022311
TEST_000725,10.333845
TEST_000726,9.921793
TEST_000727,9.329032
TEST_000728,9.369315
TEST_000729,9.870354
TEST_000730,9.475502
TEST_000731,8.643484
TEST_000732,9.666449
TEST_000733,10.356536
TEST_000734,10.350272
TEST_000735,9.303149
TEST_000736,10.191673
TEST_000737,11.93598
TEST_000738,11.299407
TEST_000739,10.205306
TEST_000740,10.546311
TEST_000741,10.497802
TEST_000742,9.59212
TEST_000743,8.745549
TEST_000744,9.616582
TEST_000745,9.583751
TEST_000746,9.253841
TEST_000747,9.2888775
TEST_000748,10.19323
TEST_000749,10.476492
TEST_000750,4.1422353
TEST_000751,3.927816
TEST_000752,4.007296
TEST_000753,3.8119564
TEST_000754,3.980163
TEST_000755,3.9995344
TEST_000756,4.005622
TEST_000757,3.9565306
TEST_000758,3.9974241
TEST_000759,4.0169907
TEST_000760,3.9448414
TEST_000761,3.8571606
TEST_000762,3.9608574
TEST_000763,3.9628258
TEST_000764,4.0776715
TEST_000765,3.9971313
TEST_000766,3.9266095
TEST_000767,3.9244509
TEST_000768,3.8973393
TEST_000769,3.9647908
TEST_000770,4.099434
TEST_000771,4.053369
TEST_000772,3.8220158
TEST_000773,3.9169993
TEST_000774,4.0240293
TEST_000775,2.406968
TEST_000776,2.7173164
TEST_000777,2.37487
TEST_000778,2.1869762
TEST_000779,1.8579729
TEST_000780,2.5033865
TEST_000781,2.8066225
TEST_000782,2.2674778
TEST_000783,2.2379365
TEST_000784,2.401254
TEST_000785,2.4782834
TEST_000786,2.5411618
TEST_000787,1.9915717
TEST_000788,1.0305282
TEST_000789,1.2737908
TEST_000790,2.397552
TEST_000791,2.546527
TEST_000792,2.3702462
TEST_000793,2.6365824
TEST_000794,2.6732512
TEST_000795,2.6532645
TEST_000796,2.8223736
TEST_000797,2.6544602
TEST_000798,2.230354
TEST_000799,2.30388
TEST_000800,15.742922
TEST_000801,18.842123
TEST_000802,20.117693
TEST_000803,25.632738
TEST_000804,30.90372
TEST_000805,32.38953
TEST_000806,33.795795
TEST_000807,33.353767
TEST_000808,31.578064
TEST_000809,31.313269
TEST_000810,32.17683
TEST_000811,32.794113
TEST_000812,33.95296
TEST_000813,33.921234
TEST_000814,34.411663
TEST_000815,33.676155
TEST_000816,37.086884
TEST_000817,35.753696
TEST_000818,35.55659
TEST_000819,37.494255
TEST_000820,38.018444
TEST_000821,35.36877
TEST_000822,36.23148
TEST_000823,34.40986
TEST_000824,33.614346
TEST_000825,27.633305
TEST_000826,33.690838
TEST_000827,33.1116
TEST_000828,31.751373
TEST_000829,31.715155
TEST_000830,31.605038
TEST_000831,31.866066
TEST_000832,32.300274
TEST_000833,32.37428
TEST_000834,32.308456
TEST_000835,33.078583
TEST_000836,33.97613
TEST_000837,33.912586
TEST_000838,33.22187
TEST_000839,34.34781
TEST_000840,33.68633
TEST_000841,33.71277
TEST_000842,33.148746
TEST_000843,32.015614
TEST_000844,33.8376
TEST_000845,33.67162
TEST_000846,35.19693
TEST_000847,35.124554
TEST_000848,33.302784
TEST_000849,32.47374
TEST_000850,23.731977
TEST_000851,32.777912
TEST_000852,34.238247
TEST_000853,34.915276
TEST_000854,34.420788
TEST_000855,31.881273
TEST_000856,31.94064
TEST_000857,31.869907
TEST_000858,33.122723
TEST_000859,35.372112
TEST_000860,36.382977
TEST_000861,37.16761
TEST_000862,36.179485
TEST_000863,35.153305
TEST_000864,34.1929
TEST_000865,33.87781
TEST_000866,34.38136
TEST_000867,33.988728
TEST_000868,35.008392
TEST_000869,34.171036
TEST_000870,36.362713
TEST_000871,36.659557
TEST_000872,35.72393
TEST_000873,34.609245
TEST_000874,33.84492
TEST_000875,3.9404106
TEST_000876,3.822015
TEST_000877,3.7668974
TEST_000878,4.074465
TEST_000879,4.4179764
TEST_000880,3.8109913
TEST_000881,3.6855042
TEST_000882,3.8003182
TEST_000883,3.9322827
TEST_000884,3.8905516
TEST_000885,4.034355
TEST_000886,3.9859304
TEST_000887,4.5125227
TEST_000888,4.237612
TEST_000889,3.7547102
TEST_000890,3.9108582
TEST_000891,4.248298
TEST_000892,3.8666487
TEST_000893,3.987913
TEST_000894,3.8975472
TEST_000895,4.5716925
TEST_000896,3.9658527
TEST_000897,3.9193902
TEST_000898,3.9949675
TEST_000899,4.2066
TEST_000900,8.327853
TEST_000901,9.033442
TEST_000902,9.207387
TEST_000903,6.9580855
TEST_000904,6.739977
TEST_000905,7.2996516
TEST_000906,7.417804
TEST_000907,7.5367074
TEST_000908,7.902303
TEST_000909,7.5951414
TEST_000910,8.168685
TEST_000911,9.946142
TEST_000912,10.2998295
TEST_000913,9.681265
TEST_000914,9.161302
TEST_000915,7.1584835
TEST_000916,7.461065
TEST_000917,7.536504
TEST_000918,7.874112
TEST_000919,8.093024
TEST_000920,9.204625
TEST_000921,8.531691
TEST_000922,8.117404
TEST_000923,8.906708
TEST_000924,9.757943
TEST_000925,10.096378
TEST_000926,10.8487015
TEST_000927,13.315033
TEST_000928,18.427713
TEST_000929,24.100485
TEST_000930,25.534302
TEST_000931,25.47908
TEST_000932,27.164867
TEST_000933,27.557661
TEST_000934,28.805956
TEST_000935,31.474272
TEST_000936,33.167763
TEST_000937,31.591608
TEST_000938,31.46325
TEST_000939,32.104076
TEST_000940,32.40762
TEST_000941,34.34302
TEST_000942,36.57204
TEST_000943,34.42245
TEST_000944,33.834972
TEST_000945,34.08351
TEST_000946,34.418243
TEST_000947,34.056145
TEST_000948,33.892693
TEST_000949,33.991222
TEST_000950,18.701876
TEST_000951,23.441225
TEST_000952,24.673988
TEST_000953,24.745478
TEST_000954,24.918692
TEST_000955,22.81034
TEST_000956,23.32639
TEST_000957,26.804913
TEST_000958,23.472967
TEST_000959,26.927885
TEST_000960,29.629463
TEST_000961,23.459326
TEST_000962,23.483992
TEST_000963,23.898977
TEST_000964,21.147707
TEST_000965,24.831707
TEST_000966,27.843603
TEST_000967,25.893353
TEST_000968,24.737144
TEST_000969,23.61266
TEST_000970,22.408318
TEST_000971,24.401663
TEST_000972,30.466858
TEST_000973,30.523746
TEST_000974,24.848513
TEST_000975,19.539509
TEST_000976,30.554823
TEST_000977,31.864235
TEST_000978,33.366375
TEST_000979,32.32332
TEST_000980,33.0535
TEST_000981,32.126175
TEST_000982,31.619864
TEST_000983,31.76644
TEST_000984,32.16663
TEST_000985,31.550924
TEST_000986,31.464016
TEST_000987,31.556488
TEST_000988,31.697664
TEST_000989,31.700956
TEST_000990,31.761786
TEST_000991,31.69988
TEST_000992,31.628996
TEST_000993,31.551989
TEST_000994,31.55404
TEST_000995,31.778164
TEST_000996,32.001194
TEST_000997,31.69328
TEST_000998,31.726479
TEST_000999,31.866066
TEST_001000,13.564052
TEST_001001,15.353712
TEST_001002,15.890113
TEST_001003,15.268169
TEST_001004,13.125515
TEST_001005,13.305457
TEST_001006,14.353742
TEST_001007,15.354753
TEST_001008,14.357384
TEST_001009,14.695053
TEST_001010,13.394002
TEST_001011,15.19694
TEST_001012,15.607658
TEST_001013,14.629065
TEST_001014,14.167177
TEST_001015,15.141202
TEST_001016,14.598162
TEST_001017,14.555392
TEST_001018,13.294965
TEST_001019,12.629107
TEST_001020,14.941852
TEST_001021,13.994307
TEST_001022,14.326233
TEST_001023,14.6450615
TEST_001024,15.02942
TEST_001025,3.86347
TEST_001026,3.910032
TEST_001027,3.7785633
TEST_001028,3.7273798
TEST_001029,4.0249567
TEST_001030,3.9588635
TEST_001031,3.7976959
TEST_001032,3.657009
TEST_001033,3.5609102
TEST_001034,3.8004673
TEST_001035,3.8542771
TEST_001036,3.722006
TEST_001037,3.6940622
TEST_001038,3.9452856
TEST_001039,4.057162
TEST_001040,3.8101792
TEST_001041,3.6873689
TEST_001042,3.759882
TEST_001043,3.600767
TEST_001044,3.5992248
TEST_001045,4.003992
TEST_001046,4.1633577
TEST_001047,4.0312004
TEST_001048,3.808636
TEST_001049,3.8631892
TEST_001050,7.7768364
TEST_001051,9.149886
TEST_001052,8.813845
TEST_001053,7.662292
TEST_001054,7.6924524
TEST_001055,8.34906
TEST_001056,7.751184
TEST_001057,6.8895125
TEST_001058,7.133693
TEST_001059,6.897404
TEST_001060,6.71261
TEST_001061,6.767026
TEST_001062,6.501506
TEST_001063,6.6676965
TEST_001064,7.3956046
TEST_001065,6.9080653
TEST_001066,7.50913
TEST_001067,7.224085
TEST_001068,6.6584477
TEST_001069,7.063597
TEST_001070,7.7912836
TEST_001071,7.0625277
TEST_001072,7.2957087
TEST_001073,6.4373493
TEST_001074,7.1522403
TEST_001075,19.537743
TEST_001076,24.546926
TEST_001077,23.759151
TEST_001078,24.498526
TEST_001079,28.07002
TEST_001080,27.859762
TEST_001081,24.894497
TEST_001082,26.033567
TEST_001083,30.411594
TEST_001084,32.064625
TEST_001085,28.639479
TEST_001086,28.445107
TEST_001087,31.382837
TEST_001088,34.220932
TEST_001089,31.252945
TEST_001090,31.147337
TEST_001091,32.730698
TEST_001092,33.24168
TEST_001093,32.488953
TEST_001094,32.544514
TEST_001095,32.42377
TEST_001096,32.031406
TEST_001097,27.378893
TEST_001098,29.63055
TEST_001099,26.397923
TEST_001100,14.896096
TEST_001101,19.301489
TEST_001102,16.192894
TEST_001103,14.1040945
TEST_001104,15.589873
TEST_001105,15.949343
TEST_001106,22.162956
TEST_001107,26.520765
TEST_001108,31.16267
TEST_001109,32.520294
TEST_001110,34.498924
TEST_001111,33.802288
TEST_001112,31.29932
TEST_001113,31.157394
TEST_001114,31.184761
TEST_001115,31.34915
TEST_001116,34.193085
TEST_001117,35.229755
TEST_001118,33.937454
TEST_001119,33.565712
TEST_001120,32.839474
TEST_001121,34.370808
TEST_001122,36.582916
TEST_001123,34.298874
TEST_001124,34.192448
TEST_001125,1.2864906
TEST_001126,0.90165603
TEST_001127,0.8206278
TEST_001128,0.96377283
TEST_001129,0.4577091
TEST_001130,0.380768
TEST_001131,0.8154826
TEST_001132,0.75311625
TEST_001133,0.5136078
TEST_001134,0.94317764
TEST_001135,0.48433656
TEST_001136,0.38960487
TEST_001137,0.89482886
TEST_001138,0.435754
TEST_001139,0.22816335
TEST_001140,0.45380068
TEST_001141,0.43883327
TEST_001142,0.5428272
TEST_001143,0.85119873
TEST_001144,0.48244923
TEST_001145,0.28835943
